NO,HARI,TANGGAL,JAM,NAMA KEGIATAN,TEMPAT KEGIATAN,YANG MENGHADIRI,KETERANGAN
1,Senin,18-Mei-2026,7:00,Upacara HKN,Lapangan Binalipu,Seluruh ASN (PNS & PPPK),
